# CSV-File created with merge-csv.com
# -----------------------------------------------------------

fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Oct,04,ASSAM,0414,GOLAGHAT,1814135,250.368656426756,42,44,1219.648913424,7026,1,15366,1445846,22837,12834,60550,29470,7,4846.594117624,34294,49954,125086,236275,102,226316,398110,22392,3619.94520419999,763717,90,13.56,17.74,100.88,NA
2025-2026,Oct,04,ASSAM,0416,SIVASAGAR,1524550,246.082967111467,38,117,1020.657661445,5304,0,13188,914118,15421,8033,64939,14148,0,3270.146358745,24041,36332,81564,158488,17,131426,232067,18492,2249.4886973,507141,87,13.57,16.28,100.03,NA
2025-2026,Oct,04,ASSAM,0418,TINSUKIA,2119692,247.980115714505,32,35,616.593394841,4776,1,12440,916739,6761,2770,49672,16725,14.7,2904.623827841,27970,35900,106941,174645,27,221597,315232,17216,2273.330433,575030,84,23.46,26.26,100.05,NA
2025-2026,Oct,04,ASSAM,0422,HAILAKANDI,1641319,240.26677904604,24,55,760.700518772,2667,10,12871,901233,40792,13933,2415,1866,0,2926.064019572,36585,48971,113723,193652,6,181437,276981,15538,2165.3635008,358894,88,23.22,25.77,100.46,NA
2025-2026,Oct,04,ASSAM,0427,UDALGURI,1212131,246.244080515658,26,40,1680.408571719,4845,0,13669,1710127,62794,11473,704875,107953,6.8,5898.295078519,65030,89347,140723,266918,55,259634,441927,18514,4211.0865068,1012985,86,57.09,66.44,100.03,NA
2025-2026,Oct,04,ASSAM,0431,SOUTH SALMARA-MANKACHAR,923037,231.561284114204,24,14,58.1089932670001,2784,0,5962,342929,503,930,501,695,4.6,856.799789267,13944,15582,75448,100359,0,171518,209017,8746,794.090796,179419,89,17.57,22.11,102.59,NA
2025-2026,Oct,04,ASSAM,0435,TAMULPUR,457606,244.037227338827,26,11,351.558144305,2473,0,9788,546695,66236,15026,184142,45915,0,1685.697464305,20432,28799,59756,115875,1,122267,205491,12261,1334.13932,318988,91,48.24,46.17,100.03,NA
2025-2026,Oct,04,ASSAM,0401,DHUBRI,1911448,243.625466866878,33,78,1285.273113962,4277,3,23195,1703537,12815,2502,759,287,0,5435.523083462,50319,77729,181717,336058,38,425937,713631,27472,4150.2499695,838677,77,17.17,29.78,100.18,NA
2025-2026,Oct,04,ASSAM,0412,Morigaon,870152,251.758079509423,26,30,869.307315075997,4505,0,12581,864451,76015,25091,80785,30768,0,3045.632550976,33188,49649,109824,199247,19,200703,325312,17086,2176.32523590001,447770,86,27.97,42.65,100.57,NA
2025-2026,Oct,04,ASSAM,0417,DIBRUGARH,1551300,246.459897839789,24,58,563.062235488001,3365,6,8794,870887,15424,7155,39030,22886,0.8,2710.249445988,35556,45927,117359,209291,197,211846,337760,12159,2146.3872105,514845,75,36.38,37.92,100.41,NA
2025-2026,Oct,04,ASSAM,0421,Sribhumi,1552333,250.14415568009,29,30,1424.236059437,6015,4,13068,1027466,82074,19691,5753,1647,2,3996.38221003699,34863,42244,116981,158078,70,252188,309967,19083,2570.1461506,488961,92,32.24,33.5,100.38,NA
2025-2026,Oct,04,ASSAM,0422,HAILAKANDI,1641319,240.855265369047,24,55,760.700518772,2667,10,12871,899031,40744,13926,2415,1865,0,2926.064019572,36566,48938,113721,193617,6,180337,275761,15538,2165.3635008,358001,88,23.27,25.83,100.46,NA
2025-2026,Oct,04,ASSAM,0432,MAJULI,796056,250.262413038776,20,11,177.185824316,1746,0,865,161825,15850,5201,66198,22100,0,582.172974216,7937,11157,26815,44866,4,40793,61420,2611,404.9871499,75430,84,31.23,43.43,100.51,NA
2025-2026,Oct,04,ASSAM,0433,BAJALI,404494,257.276564180541,47,24,172.277996025,1026,3,4989,367627,2473,1738,1925,1392,0,1118.096110625,7763,12096,34670,67612,43,66905,119134,6015,945.818114599998,166296,87,9.04,11.72,100.54,NA
2025-2026,Sep,04,ASSAM,0402,KOKRAJHAR,1342231,244.703142877677,30,165,1253.6866485,5032,0,21446,2462743,27684,5657,913925,122846,0,7280.0961705,81539,123691,156531,318344,145,266229,519893,26478,6026.409522,1345000,86,57.3,55.18,101.13,NA
2025-2026,Sep,04,ASSAM,0410,LAKHIMPUR,1187019,240.395112151786,24,85,863.259561001001,7201,3,16256,1376884,52430,14414,467509,78430,0,4173.221397001,56819,94620,132087,278552,83,234517,450782,23457,3309.961836,725559,88,34.84,47.38,100.1,NA
2025-2026,Sep,04,ASSAM,0413,NAGAON,1956635,244.153521831712,27,348,0,5836,3,29539,2229303,82345,18341,41089,11251,0,5442.9217868,80409,114596,235348,385331,69,428370,631435,35375,5442.9217868,1111581,88,15.88,27.52,100.58,NA
2025-2026,Sep,04,ASSAM,0421,Sribhumi,1461020,249.280328446176,27,30,1424.236059437,5538,4,13387,930807,74777,19612,5521,1643,0,3744.554806237,34001,41226,116610,157208,54,225290,281245,18925,2320.3187468,443696,92,32.45,33.96,100.4,NA
2025-2026,Sep,04,ASSAM,0426,KAMRUP (METRO),137294,257.526459603227,28,0,85.492888593,329,0,1567,61849,18201,7959,6059,8715,0,244.770428593,2201,2556,15158,31731,0,52231,96904,1896,159.27754,35133,85,35.68,39.82,100,NA
2025-2026,Sep,04,ASSAM,0427,UDALGURI,1140829,245.767331615663,25,40,1622.725299219,4488,0,13957,1648357,60749,11455,686738,107871,0,5673.848313619,64456,88422,140543,266555,46,258260,440213,18445,4051.1230144,974687,86,56.53,66.45,100.03,NA
2025-2026,Sep,04,ASSAM,0434,WEST KARBI ANGLONG,524288,241.063051017226,34,4,243.91991228,4206,0,5539,423308,10900,1556,332168,39486,0,1264.35909228,12361,15653,27568,53624,36,66232,118057,9745,1020.43918,275556,92,41.24,43.23,100.13,NA
2025-2026,Aug,04,ASSAM,0404,GOALPARA,727443,244.575838965173,28,45,1067.543188584,4275,6,8196,619543,9272,6122,78661,44990,0,2582.795678584,21869,33500,101877,208827,18,229404,406997,12471,1515.25249,300122,84,29.34,30.6,100.03,NA
2025-2026,Aug,04,ASSAM,0410,LAKHIMPUR,964453,240.56769807724,24,84,863.259561001001,7025,3,16274,1363925,51943,14406,466291,78407,0,4144.422537001,56551,94125,132004,278347,81,234461,450645,23299,3281.162976,718231,88,35.03,47.67,100.1,NA
2025-2026,Aug,04,ASSAM,0422,HAILAKANDI,1255127,236.70717412317,22,51,0,2371,10,12944,811104,34935,13829,2166,1856,0,1919.9413576,35508,47394,113329,192495,4,174678,268880,15315,1919.9413576,321921,88,26.03,28.9,100.37,NA
2025-2026,Aug,04,ASSAM,0424,BAKSA,611421,247.556943136628,23,118,620.750057677001,3691,0,12304,1222351,46012,7214,579255,73430,0,3646.764827677,50997,66674,100649,164030,9,158713,244330,15995,3026.01477,748837,89,65.02,72.08,100.29,NA
2025-2026,Aug,04,ASSAM,0431,SOUTH SALMARA-MANKACHAR,705852,225.875601223949,22,10,2.1706236,2217,0,5274,241840,388,911,357,686,0,548.428177599999,10587,11944,74173,97609,0,144642,177772,7491,546.257553999999,123828,87,16.52,20.47,103.33,NA
2025-2026,Aug,04,ASSAM,0406,NALBARI,1191715,246.88204331913,22,30,0,1924,1,10851,858466,15405,6985,7112,4124,0,2119.398402,37742,52200,113884,199590,13,180635,299062,12775,2119.398402,444873,80,35.5,41.62,100.27,NA
2025-2026,Aug,04,ASSAM,0411,DHEMAJI,982794,239.519487570963,22,85,4.476357,12881,4,11527,941867,49983,14423,337270,123291,0,2260.431369,42300,65239,122505,266580,21,207268,408953,24408,2255.955012,543218,85,54.8,56.13,100,NA
2025-2026,Aug,04,ASSAM,0412,Morigaon,665411,254.422977103043,22,26,0,3608,0,12979,702102,65704,24954,64243,30659,0,1786.30881070001,30623,45735,108987,197549,1,190656,311618,16587,1786.30881070001,361398,86,25.02,39.41,100.33,NA
2025-2026,Aug,04,ASSAM,0422,HAILAKANDI,1255127,240.77793180144,22,49,0,1844,10,12859,769723,33180,13797,1884,1854,0,1853.32312,34636,46171,113062,192015,2,174332,268317,14703,1853.32312,305661,88,27.08,30.1,100.37,NA
2025-2026,Aug,04,ASSAM,0424,BAKSA,611421,247.212237894451,23,112,620.750057677001,3516,0,12310,1155689,43025,7179,551220,73238,0,3477.754697677,50222,65480,100347,163437,7,158501,243882,15826,2857.00464,707964,88,66.24,73.38,100.26,NA
2025-2026,Aug,04,ASSAM,0428,Biswanath,1440820,249.01218942926,24,241,880.456542792,3911,4,11774,943529,49086,11563,199692,35019,0,3229.958763592,39173,56988,84311,139712,65,128464,193902,15685,2349.5022208,547631,89,38.5,40.83,100.01,NA
2025-2026,Aug,04,ASSAM,0431,SOUTH SALMARA-MANKACHAR,705852,226.941103425854,20,10,2.1706236,1760,0,5234,190697,296,909,189,685,0,434.9404996,9191,10389,73797,96953,0,143559,176443,6994,432.769876,96502,86,16.39,20.1,104.22,NA
2025-2026,Aug,04,ASSAM,0435,TAMULPUR,349934,243.473310143257,24,10,335.849533805,2325,0,10080,485840,58696,14969,171525,45841,0,1518.740263805,19516,27321,59458,115278,1,121392,204304,12405,1182.89073,284593,91,50.41,47.79,100.04,NA
2025-2026,Sep,04,ASSAM,0416,SIVASAGAR,1434870,244.557657011357,33,108,0,3468,0,14581,751331,13694,8000,58783,14132,0,1837.43749,22567,34078,81193,157488,7,128638,227838,18049,1837.43749,415704,87,14.71,17.66,100.01,NA
2025-2026,Sep,04,ASSAM,0417,DIBRUGARH,1460047,246.63086197139,22,56,0,2167,6,9705,740361,13738,7125,34223,22841,0,1825.958716,33323,42846,116911,208143,106,210566,335401,11872,1825.958716,435778,75,37.14,38.88,100.48,NA
2025-2026,Sep,04,ASSAM,0419,KARBI ANGLONG,1035727,248.408536560662,28,32,794.252714366003,6723,1,12656,1234127,48713,7599,993279,114016,0,3859.929534366,43416,53527,87908,152102,27,159962,257842,19379,3065.67682,760277,85,34.58,65.44,100.98,NA
2025-2026,Sep,04,ASSAM,0423,CACHAR,2346180,249.990081253563,36,33,734.097873762,5102,16,23077,1359325,29062,11864,7575,2679,0,4132.275545762,36804,40574,131874,172086,4,368353,449112,28179,3398.177672,605908,88,13.03,18.51,100.68,NA
2025-2026,Sep,04,ASSAM,0432,MAJULI,749229,247.277968711336,20,11,0,1645,0,917,145484,14997,5187,57018,21993,0,359.74988,7262,10165,26719,44659,4,39812,60203,2562,359.74988,67148,83,26.08,39.2,100.57,NA
2025-2026,Aug,04,ASSAM,0407,KAMRUP,1307207,245.366043214611,30,74,459.29613383,6216,4,19729,1633753,55251,19257,74415,36635,0,4467.97122583,53428,75179,151990,289217,49,386197,672036,25945,4008.675092,841223,89,31.85,43.45,100.03,NA
2025-2026,Aug,04,ASSAM,0408,DARRANG,964383,248.772991304001,32,72,1550.381026682,3170,5,11706,1502990,25595,6335,3891,922,0,5289.414208682,46347,75174,133731,251801,57,226865,389576,14876,3739.033182,734043,87,30.88,43.52,100.03,NA
2025-2026,Aug,04,ASSAM,0412,Morigaon,665411,254.092535333629,24,29,0,4292,0,12683,763154,69742,25016,69263,30702,0,1939.11734710001,31726,47418,109386,198332,5,190979,312199,16975,1939.11734710001,393270,86,24.04,37.93,100.31,NA
2025-2026,Aug,04,ASSAM,0415,JORHAT,950702,255.250783677832,27,18,0,2379,1,7239,469619,9806,7738,26718,11180,0,1198.7061778,17291,19838,84574,130957,42,174513,245928,9618,1198.7061778,300474,83,23.27,27.97,100.83,NA
2025-2026,Aug,04,ASSAM,0421,Sribhumi,1187079,248.10901518278,27,30,1424.236059437,5525,4,13386,920780,73340,19611,5521,1643,0,3708.774249437,33890,41082,116601,157195,51,225284,281234,18911,2284.53819,438942,92,32.32,34.06,100.41,NA
2025-2026,Aug,04,ASSAM,0422,HAILAKANDI,1255127,237.923950978796,22,51,0,2371,10,12954,816871,35338,13836,2206,1856,0,1943.5317576,35585,47492,113377,192567,4,174687,268895,15325,1943.5317576,324151,88,25.85,28.7,100.37,NA
2025-2026,Aug,04,ASSAM,0424,BAKSA,611421,248.191202253257,24,118,620.750057677001,3692,0,12300,1226314,46103,7214,581443,73438,0,3664.353517677,51033,66740,100657,164043,9,158718,244341,15992,3043.60346,751284,89,65.07,72.16,100.29,NA
2025-2026,Aug,04,ASSAM,0427,UDALGURI,926923,245.153365318737,25,40,1622.725299219,4430,0,13992,1643458,60672,11455,684762,107869,0,5651.717893819,64439,88390,140541,266552,46,258260,440209,18422,4028.9925946,972110,86,56.61,66.53,100.03,NA
2025-2026,Aug,04,ASSAM,0405,BARPETA,1195098,251.308001215817,43,327,1.302429,3090,20,17095,1052790,8740,8396,2142,1973,0,2647.047935,24182,36547,150831,257537,8,269424,438631,20185,2645.745506,461375,89,9.37,14.16,100.3,NA
2025-2026,Aug,04,ASSAM,0407,KAMRUP,1307207,245.325318641559,29,71,459.29613383,5924,4,19406,1532286,52775,19206,71414,36560,0,4218.38164583,52204,73303,151135,287488,47,385612,670895,25330,3759.085512,790349,89,33.52,45.67,100.02,NA
2025-2026,Aug,04,ASSAM,0411,DHEMAJI,982794,237.279701274172,22,85,4.476357,13314,4,11394,967844,50977,14336,342284,120446,0,2300.973709,42711,65896,121731,262498,26,204901,402507,24708,2296.497352,558842,85,54.15,55.52,100.01,NA
2025-2026,Aug,04,ASSAM,0416,SIVASAGAR,1165831,244.582207843643,31,105,0,3123,0,14755,674151,13037,7995,55577,14128,0,1648.8534,21699,32661,80935,156974,5,128448,227404,17878,1648.8534,372772,87,15.79,19.01,100.01,NA
2025-2026,Aug,04,ASSAM,0401,DHUBRI,1461691,242.825986261184,30,74,702.782633941,2506,3,23063,1436805,11893,2494,667,288,0,4191.718545841,47439,72769,180181,332435,26,381586,652161,25569,3488.9359119,704671,79,14.12,29.95,100.11,NA
2025-2026,Aug,04,ASSAM,0408,DARRANG,964383,248.585306300589,32,72,1550.381026682,3013,5,11823,1498479,25497,6331,3906,922,0,5275.379638682,46325,75139,133721,251775,57,226826,389512,14836,3724.998612,731832,87,30.96,43.61,100.03,NA
2025-2026,Aug,04,ASSAM,0414,GOLAGHAT,1387280,248.52736019603,35,42,141.9665992,5060,1,17252,1167170,19023,12789,52193,29381,0,3042.7033892,32474,46981,124489,234818,60,223767,394367,22312,2900.73679,615530,90,13.14,17.06,100.53,NA
2025-2026,Aug,04,ASSAM,0422,HAILAKANDI,1255127,237.776886340415,22,51,0,2369,10,12941,807455,34770,13828,2166,1856,0,1919.9413576,35454,47313,113314,192476,4,174658,268857,15310,1919.9413576,320819,88,26.14,29.02,100.37,NA
2025-2026,Aug,04,ASSAM,0424,BAKSA,611421,247.139555396989,23,118,620.750057677001,3640,0,12354,1216456,45797,7213,576712,73413,0,3627.094007677,50939,66574,100624,163979,9,158709,244318,15994,3006.34395,745420,89,64.93,72,100.27,NA
2025-2026,Aug,04,ASSAM,0427,UDALGURI,926923,245.80361706518,25,40,1622.725299219,4321,0,14081,1633197,60071,11455,680909,107854,0,5637.182599019,64331,88219,140517,266497,46,258252,440185,18402,4014.4572998,965326,86,56.6,66.57,100.03,NA
2025-2026,Sep,04,ASSAM,0406,NALBARI,1466727,249.795649886213,24,30,0,3013,1,10188,923654,16634,6996,7309,4125,0,2307.247512,38344,53281,114124,200174,17,181494,300272,13201,2307.247512,477450,80,33.1,38.87,101.29,NA
2025-2026,Sep,04,ASSAM,0409,SONITPUR,1464832,245.585885459951,23,21,0,1848,12,16250,1021599,19385,5859,12881,8687,0,2508.90295,44016,49971,140521,183846,19,268577,332360,18098,2508.90295,587177,87,41.86,51.56,100.21,NA
2025-2026,Sep,04,ASSAM,0417,DIBRUGARH,1460047,246.033027379541,22,56,0,2273,6,9635,742160,13738,7125,34442,22841,0,1825.958716,33358,42905,116917,208149,128,210566,335396,11908,1825.958716,436873,75,37.13,38.87,100.48,NA
2025-2026,Sep,04,ASSAM,0420,Dima Hasao,319434,249.164391263096,26,6,147.1991398,2826,0,3402,198148,1407,507,188945,37642,0,640.9133978,7607,9782,19443,40668,0,36192,71790,6228,493.714258,87861,88,44.29,46.4,100.67,NA
2025-2026,Sep,04,ASSAM,0434,WEST KARBI ANGLONG,524288,240.933187714445,34,5,243.91991228,4295,0,5434,433094,11016,1557,340182,39634,0,1287.38709228,12611,15970,27676,53809,39,66252,118095,9729,1043.46718,281914,92,40.87,42.86,100.13,NA
2025-2026,Oct,04,ASSAM,0415,JORHAT,1243226,255.620716272276,29,20,197.787838283999,2704,1,7032,557316,11395,7767,28624,11224,0,1622.402989384,18720,21499,84915,131664,60,176213,248380,9736,1424.6151511,357787,83,23.68,27.9,100.84,NA
2025-2026,Oct,04,ASSAM,0429,HOJAI,869105,253.570506148969,32,261,170.337329722,4125,4,9402,944386,123941,18639,29935,5192,0,2565.021689922,29426,41205,89472,151183,124,168075,260525,13527,2394.6843602,503254,87,29.11,52,100.13,NA
2025-2026,Oct,04,ASSAM,0430,CHARAIDEO,498982,251.331648358263,31,24,262.828801450001,1147,0,4788,332270,3303,1140,4049,1921,0,1097.92846945,10563,13932,42550,73456,40,88545,137127,5935,835.099668000001,192851,79,22.82,27.17,100.12,NA
2025-2026,Oct,04,ASSAM,0431,SOUTH SALMARA-MANKACHAR,923037,229.535605289312,24,14,30.190039439,2767,0,5872,330024,483,923,501,695,0,787.712625439,13641,15257,75337,99799,0,162126,197694,8639,757.522586,171933,89,17.23,21.6,102.6,NA
2025-2026,Oct,04,ASSAM,0401,DHUBRI,1911448,244.175597910541,33,78,1279.830058762,4274,3,23197,1696324,12815,2502,759,287,0,5421.839328262,50284,77658,181699,336007,38,420926,706698,27471,4142.0092695,834964,77,16.88,29.59,100.18,NA
2025-2026,Oct,04,ASSAM,0404,GOALPARA,951272,248.527973247785,29,47,1100.734247836,5035,6,7799,716950,9900,6142,92062,45366,0,2882.55555203599,23905,36513,102517,213384,28,240818,428432,12834,1781.82130419999,351577,84,32.24,33.59,100.03,NA
2025-2026,Oct,04,ASSAM,0413,NAGAON,2078924,244.248172064999,30,372,1721.533617059,6694,3,29444,2557487,90824,18439,44105,11290,7.19986,7975.34872535899,84975,121165,237088,388813,93,452255,665059,36138,6246.61524829999,1268606,88,15.31,26.43,100.58,NA
2025-2026,Oct,04,ASSAM,0414,GOLAGHAT,1814135,251.368068117861,41,44,1190.328798424,7025,1,15369,1426733,22569,12833,60046,29466,0,4776.679977724,34273,49905,125077,236245,94,225901,397579,22394,3586.3511793,754010,90,13.66,17.89,100.89,NA
2025-2026,Oct,04,ASSAM,0417,DIBRUGARH,1551300,247.130148891188,24,58,563.062235488001,3329,6,8819,867009,15392,7155,38582,22883,0,2705.702868088,35409,45727,117347,209269,197,211810,337714,12148,2142.6406326,512471,75,36.42,37.97,100.41,NA
2025-2026,Oct,04,ASSAM,0428,Biswanath,1884154,249.184924046772,27,255,880.456542792,5276,4,11355,1206532,61958,11677,240832,35257,0,3886.95239059199,43189,62824,85486,141966,135,132053,199131,16631,3006.49584779999,707231,90,34.4,36.68,100.08,NA
2025-2026,Oct,04,ASSAM,0433,BAJALI,404494,257.615965564186,47,24,170.711460925,1025,3,4990,366537,2473,1738,1925,1392,0,1114.969292625,7754,12085,34667,67605,43,66744,118849,6015,944.257831699999,165473,87,8.92,11.66,100.54,NA
2025-2026,Oct,04,ASSAM,0402,KOKRAJHAR,1426120,245.208535698986,30,165,1255.3000896,5311,0,21246,2521080,27909,5663,920019,122873,0,7437.2034414,82086,124551,156703,318726,170,266791,520898,26557,6181.9033518,1376453,87,56.1,53.63,101.26,NA
2025-2026,Oct,04,ASSAM,0408,DARRANG,1261116,248.660967481775,34,75,1591.076104082,4538,5,10356,1634222,27104,6344,4653,924,0,5654.74834008201,47429,76893,134178,253081,105,238327,407380,14894,4063.672236,800266,87,27.86,39.08,100.03,NA
2025-2026,Oct,04,ASSAM,0413,NAGAON,2078924,243.967262985302,29,372,1546.590001459,6524,3,29565,2542047,90788,18432,44039,11287,0,7748.35249115898,84868,120992,237050,388628,92,440474,648942,36089,6201.76248969998,1261118,88,15.48,26.65,100.58,NA
2025-2026,Oct,04,ASSAM,0421,Sribhumi,1552333,250.311478206501,29,30,1424.236059437,5936,4,13134,1020419,81749,19674,5738,1647,0,3978.461942237,34855,42231,116975,157896,66,239353,296143,19070,2554.2258828,485661,92,32.52,33.79,100.39,NA
2025-2026,Oct,04,ASSAM,0428,Biswanath,1884154,249.252420992037,27,254,880.456542792,5274,4,11352,1198645,61767,11670,240772,35240,0,3868.108224392,43115,62728,85445,141842,133,130866,197692,16626,2987.6516816,702512,90,34.76,37.07,100.08,NA
2025-2026,Oct,04,ASSAM,0410,LAKHIMPUR,1261208,242.102846507398,25,86,967.377320452001,8444,3,16172,1517565,56275,14429,499626,78943,0,4641.445383052,59415,99071,132758,280336,125,245606,468090,24616,3674.0680626,803620,88,33.48,45.04,100.22,NA
2025-2026,Oct,04,ASSAM,0411,DHEMAJI,1285191,240.051456099818,23,85,707.579339834,14178,4,10776,1003743,52690,14264,349919,119335,0,3117.079026834,43187,66663,121437,260784,35,212007,411767,24954,2409.499687,580553,85,53.25,54.83,100.03,NA
2025-2026,Oct,04,ASSAM,0413,NAGAON,2078924,243.627847643251,29,372,1543.917481037,6521,3,29597,2538752,90788,18427,44039,11284,0,7729.02433563698,84839,120957,237046,388583,91,439722,647691,36118,6185.10685459998,1259710,88,15.47,26.6,100.58,NA
2025-2026,Oct,04,ASSAM,0415,JORHAT,1243226,255.678992446593,29,20,198.635538283999,2717,1,7074,562660,11513,7769,28802,11234,0,1637.238957184,18816,21608,84930,131720,60,176847,249299,9791,1438.6034189,361422,83,23.6,27.93,100.83,NA
2025-2026,Oct,04,ASSAM,0417,DIBRUGARH,1551300,247.139230966097,24,58,563.062235488001,3272,6,8898,859624,15359,7153,38488,22879,0,2687.530378288,35350,45646,117333,209212,197,211585,337392,12170,2124.4681428,508249,75,36.63,38.19,100.42,NA
2025-2026,Oct,04,ASSAM,0420,Dima Hasao,339398,249.897254826766,26,6,147.1991398,2865,0,3312,219039,2685,514,205859,37880,0,694.5715878,8121,10529,19624,40944,0,37833,74410,6177,547.372448,97602,88,46.46,49.73,100.67,NA
2025-2026,Oct,04,ASSAM,0404,GOALPARA,951272,248.175832544924,29,47,1095.851291936,5001,6,7843,706064,9900,6138,91798,45309,0,2848.131502236,23752,36272,102455,211947,28,236682,420120,12844,1752.2802103,346137,84,32.07,33.35,100.03,NA
2025-2026,Oct,04,ASSAM,0410,LAKHIMPUR,1261208,242.451665638886,25,86,967.377320452001,8438,3,16161,1514590,56251,14423,499356,78924,0,4639.526003052,59340,98984,132696,280197,125,244166,465771,24599,3672.1486826,801731,88,33.72,45.38,100.22,NA
2025-2026,Oct,04,ASSAM,0412,Morigaon,870152,251.72231960969,25,30,620.323290199998,4441,0,12608,852859,75759,25080,79956,30741,0,2767.15974800001,32863,49163,109750,199040,19,195222,318023,17049,2146.83645780001,440935,86,26.67,39.98,100.58,NA
2025-2026,Oct,04,ASSAM,0419,KARBI ANGLONG,1100460,248.769090740292,30,32,794.252714366003,8634,1,11828,1373337,52722,7627,1104835,114721,0,4210.690682066,45035,55668,88402,153021,46,163986,262988,20462,3416.4379677,846321,85,33.97,64.53,101.03,NA
2025-2026,Aug,04,ASSAM,0402,KOKRAJHAR,1090563,244.691260198136,29,165,1253.6866485,4770,0,21621,2430959,27475,5657,912386,122847,0,7202.0308605,81108,122991,156394,318092,131,266177,519783,26391,5948.344212,1327410,86,57.47,55.37,101.1,NA
2025-2026,Aug,04,ASSAM,0404,GOALPARA,727443,243.39961364993,27,45,1067.543188584,4213,6,8248,603080,9145,6121,77755,44977,0,2535.437578584,21597,33044,101756,208567,17,229333,406859,12461,1467.89439,292440,84,29.85,31.14,100.03,NA
2025-2026,Aug,04,ASSAM,0405,BARPETA,1195098,249.554116379609,44,330,1.302429,3211,22,16985,1081375,9424,8398,2206,1974,0,2699.918255,24444,36974,150926,257708,9,269532,438834,20196,2698.615826,474265,89,9.22,14.11,100.31,NA
